0;22;2010;0;0;5;0;0;0;0;0;1
0;25;2010;1;0;3;1;1;2;2;1;0
0;20;2010;1;0;2;3;0;0;3;0;0
0;24;2010;1;1;1;4;0;1;2;0;0
0;17;2010;1;0;5;0;0;0;0;0;1
0;27;2010;1;0;4;1;0;0;0;0;0
0;18;2010;1;0;5;0;0;0;0;0;1
0;21;2010;0;0;4;1;0;1;1;0;0
1;19;2010;0;0;4;0;1;0;1;1;0
0;20;2010;0;1;3;1;1;0;2;0;0
0;19;2010;1;0;3;1;1;0;2;1;1
0;21;2010;1;0;1;2;2;2;2;1;0
0;19;2010;1;0;5;0;0;0;0;0;1
0;50;2010;1;0;5;0;0;0;0;0;1
0;19;2010;1;0;3;1;1;0;2;0;0
0;18;2010;0;0;2;2;1;1;2;0;0
0;22;2010;1;0;1;3;1;2;3;0;0
0;19;2010;1;1;4;1;0;2;0;0;1
0;45;2010;1;0;3;2;0;1;3;1;0
0;20;2010;1;1;4;1;0;0;0;0;1
0;29;2010;1;1;5;0;0;0;0;0;1
0;26;2010;0;0;3;0;2;0;2;2;0
0;23;2010;0;0;5;0;0;0;0;0;1
0;24;2010;1;1;3;2;0;0;1;2;0
0;22;2010;1;1;3;2;0;2;1;0;0
0;21;2010;0;0;3;2;0;1;2;0;0
0;19;2010;0;0;3;2;0;2;0;0;1
0;22;2010;1;0;5;0;0;0;0;0;1
0;18;2010;1;0;4;1;0;2;0;0;1
1;60;2010;1;0;3;1;1;3;0;0;1
0;23;2010;0;0;3;2;0;1;1;0;0
0;22;2010;1;0;2;3;0;0;3;1;0
0;22;2010;1;0;1;4;0;3;0;0;1
0;25;2010;1;0;1;1;3;2;3;1;0
0;24;2010;1;0;0;2;3;2;3;1;0
1;24;2010;1;1;0;1;4;3;1;2;0
0;22;2010;1;0;0;3;1;1;1;1;0
1;23;2010;1;1;0;0;4;0;2;3;0
0;26;2010;1;0;0;0;2;0;3;2;0
0;18;2011;1;0;5;0;0;0;0;0;1
0;24;2011;0;0;5;0;0;1;0;0;0
0;21;2011;1;0;2;3;0;1;1;1;0
0;20;2011;1;1;1;1;3;0;1;4;0
0;21;2011;1;0;0;0;5;1;1;4;0
0;20;2011;1;1;1;2;2;0;1;4;0
0;29;2011;1;1;5;0;0;0;0;0;1
0;32;2011;1;1;0;2;3;1;1;4;0
0;26;2011;1;1;5;0;0;0;0;0;1
0;25;2011;1;1;1;2;2;2;0;2;0
0;27;2011;1;0;5;0;0;0;0;0;1
0;20;2011;1;0;0;3;2;4;2;0;0
1;24;2011;1;1;5;0;0;0;0;0;1
0;30;2011;1;1;2;1;1;0;0;2;0
0;21;2011;1;0;0;2;3;4;1;1;0
0;31;2011;1;0;4;1;0;0;1;1;0
0;20;2011;0;0;2;3;0;0;1;2;0
0;45;2011;1;1;2;1;2;0;2;2;0
1;31;2011;1;0;2;3;0;0;0;3;0
0;18;2011;1;1;2;2;1;0;1;2;0
0;19;2011;1;0;2;2;1;1;2;0;0
0;20;2011;1;0;2;2;1;0;1;2;0
0;18;2011;1;0;1;2;2;0;3;2;0
0;18;2011;1;0;4;1;0;1;0;0;1
0;20;2011;0;0;3;2;0;0;0;0;1
1;20;2011;1;1;2;2;1;0;1;2;0
0;23;2011;1;1;0;0;5;0;0;6;0
0;22;2011;1;1;0;2;3;0;1;5;0
0;20;2011;0;0;4;1;0;1;1;0;0
0;19;2011;1;0;5;0;0;0;0;0;0
0;19;2011;1;0;3;2;0;0;1;1;0
1;26;2011;0;0;2;1;2;0;0;0;1
1;42;2011;0;0;2;2;1;1;0;2;0
0;20;2011;1;0;2;3;0;1;0;2;0
0;26;2011;1;1;2;0;3;1;0;3;0
0;19;2011;1;0;5;0;0;0;0;0;1
0;19;2011;1;0;4;1;0;0;0;0;1
1;27;2011;1;0;3;1;1;0;0;2;0
1;20;2011;1;1;5;0;0;0;0;0;1
0;24;2011;1;1;1;2;2;0;3;2;0
1;32;2011;1;0;5;0;0;0;0;0;1
1;23;2011;1;0;5;0;0;0;0;0;1
0;24;2011;1;1;1;3;1;2;2;1;0
0;21;2011;1;0;5;0;0;0;0;0;1
0;17;2011;0;0;1;2;2;0;2;3;0
0;22;2011;1;0;5;0;0;0;0;0;1
0;25;2011;1;1;1;0;4;0;1;5;0
0;30;2011;1;1;4;1;0;0;0;3;0
0;51;2011;1;1;1;0;4;5;0;0;0
0;24;2011;1;0;0;1;4;3;1;2;0
0;33;2011;1;0;5;0;0;0;0;0;0
0;20;2011;0;0;3;2;0;1;0;2;0
0;18;2011;1;0;0;3;2;0;0;6;0
0;20;2011;1;0;5;0;0;0;0;0;1
0;27;2011;1;0;1;2;2;1;2;2;0
0;29;2011;1;0;4;1;0;0;0;0;1
0;24;2011;1;0;5;0;0;1;0;0;0
0;23;2011;1;0;0;5;0;0;3;3;0
0;21;2011;1;0;1;3;1;2;0;2;0
0;17;2011;1;0;5;0;0;0;0;0;1
0;18;2011;0;0;5;0;0;0;0;0;1
0;20;2011;1;0;5;0;0;1;0;0;0
0;22;2011;0;0;0;3;2;0;2;4;0
0;18;2011;1;0;0;2;3;1;2;3;0
0;21;2012;1;1;1;3;1;4;0;2;0
0;19;2012;1;1;2;1;2;1;1;2;0
0;26;2012;1;0;2;2;1;2;1;1;0
0;20;2012;1;1;2;1;2;2;0;4;0
0;21;2012;1;0;5;0;0;0;0;0;0
0;20;2012;0;0;0;2;2;2;1;2;0
0;24;2012;1;0;5;0;0;0;0;0;1
0;23;2012;1;0;2;1;1;3;0;0;0
1;24;2012;1;0;4;0;1;0;0;2;0
0;19;2012;1;0;0;4;1;2;2;2;0
0;19;2012;1;0;4;1;0;0;0;0;0
1;24;2012;1;0;5;0;0;0;0;0;1
1;26;2012;1;0;1;1;3;1;2;2;0
0;25;2012;1;0;1;2;2;1;1;4;0
0;21;2012;1;0;5;0;0;0;0;0;1
0;27;2012;1;1;5;0;0;0;0;0;1
1;28;2012;0;0;5;0;0;0;0;0;1
0;17;2012;1;0;5;0;0;0;0;0;1
0;40;2012;1;0;0;2;3;0;1;5;0
0;22;2012;1;0;1;1;3;0;3;3;0
1;19;2012;1;0;3;1;1;1;2;1;0
0;21;2012;1;1;3;1;1;1;1;1;0
0;22;2012;1;1;4;1;0;2;0;0;1
0;18;2012;0;0;3;1;1;1;0;2;0
0;18;2012;1;0;0;1;3;0;3;2;0
1;24;2012;1;0;5;0;0;0;0;0;0
0;26;2012;1;0;0;1;4;0;1;5;0
0;27;2012;1;1;2;3;0;4;0;0;0
0;23;2012;1;0;4;1;0;0;0;0;1
0;19;2012;0;0;5;0;0;0;0;0;1
0;23;2012;1;0;5;0;0;0;0;0;1
0;18;2012;0;0;1;4;0;0;1;2;0
0;38;2012;1;0;4;1;0;0;0;0;1
0;19;2012;1;1;0;2;3;0;2;4;0
0;33;2012;1;0;2;0;0;0;0;0;1
1;21;2012;1;0;0;1;4;0;1;5;1
0;27;2012;1;0;5;0;0;0;0;0;1
0;22;2012;1;0;5;0;0;1;0;0;1
0;23;2012;1;0;0;1;4;0;1;5;0
0;21;2012;0;0;5;0;0;0;0;0;1
0;22;2012;1;0;5;0;0;0;0;0;1
0;35;2012;1;1;0;4;1;1;2;3;0
0;21;2012;1;0;2;2;1;0;2;2;0
0;20;2012;1;0;2;2;1;0;2;2;0
0;20;2012;0;0;1;1;3;2;0;3;0
0;27;2012;1;1;0;0;1;0;2;2;0
0;22;2012;1;0;5;0;0;0;0;0;1
0;20;2012;1;1;3;1;1;3;0;0;0
0;21;2012;1;0;5;0;0;0;0;0;1
0;21;2012;1;0;5;0;0;0;0;0;1
0;37;2012;1;0;0;2;3;0;2;4;0
0;35;2012;1;0;5;0;0;0;0;0;1
0;21;2012;1;0;4;1;0;1;0;0;0
0;22;2012;1;0;2;1;1;0;0;2;0
0;19;2012;1;0;4;1;0;1;0;1;0
0;21;2012;1;1;0;4;1;0;3;3;0
0;19;2012;1;0;1;1;3;1;2;3;0
1;28;2012;1;0;5;0;0;0;0;0;0
1;25;2012;1;0;5;0;0;0;0;0;1
0;63;2013;0;0;5;0;0;0;0;0;1
0;27;2013;0;1;2;2;1;1;0;2;0
1;21;2013;1;0;4;0;1;0;1;1;0
1;20;2013;1;0;5;0;0;0;0;0;0
0;18;2013;0;0;5;0;0;0;0;0;1
0;19;2013;1;0;5;0;0;0;0;1;0
0;28;2013;1;0;3;2;0;3;0;0;1
0;21;2013;1;0;5;0;0;0;0;0;1
0;22;2013;1;0;1;3;1;3;0;2;0
0;26;2013;0;0;5;0;0;0;0;0;1
1;19;2013;1;0;3;2;0;1;0;1;0
0;20;2013;1;0;5;0;0;0;0;0;1
0;18;2011;0;0;0;0;1;0;0;2;0
0;31;2013;1;0;2;1;0;2;0;1;0
0;21;2013;1;0;5;0;0;0;0;0;1
0;28;2013;1;1;1;2;1;1;0;2;0
0;20;2013;0;0;3;1;1;2;0;0;0
0;21;2013;1;0;0;0;3;0;1;5;0
0;20;2013;1;0;0;1;4;0;0;4;0
0;41;2013;1;0;0;0;5;0;2;3;0
0;28;2013;0;0;5;0;0;0;0;0;1
0;25;2013;1;1;4;0;1;1;0;1;1
0;24;2013;1;0;5;0;0;0;0;0;1
0;18;2013;1;0;3;2;0;2;0;0;1
1;21;2013;0;0;2;2;1;2;1;0;0
1;30;2013;1;0;4;0;0;0;0;0;1
0;22;2013;1;1;0;2;3;0;3;3;0
0;18;2013;0;0;4;1;0;0;0;0;1
1;20;2013;0;0;5;0;0;0;0;0;1
0;19;2013;1;0;5;0;0;0;0;0;1
0;28;2013;1;0;5;0;0;0;0;0;0
1;27;2013;0;0;5;0;0;0;0;0;0
0;23;2013;0;0;2;0;3;0;1;3;0
0;22;2013;0;0;2;0;3;0;2;3;0
0;21;2013;0;0;3;2;0;1;0;0;0
0;19;2013;0;0;0;2;3;3;1;2;0
0;20;2013;1;0;2;3;0;3;0;1;0
0;28;2013;1;0;3;2;0;0;1;1;0
0;32;2013;0;0;2;3;0;1;0;2;0
0;19;2013;0;0;3;2;0;0;2;1;0
0;18;2013;1;0;4;1;0;2;0;0;1
0;20;2013;0;0;3;1;1;2;0;0;1
0;24;2013;0;0;3;0;2;0;1;2;0
0;20;2013;1;1;1;4;0;2;1;2;0
1;27;2013;1;0;4;1;0;0;1;1;0
1;26;2013;1;0;5;0;0;0;0;0;0
1;24;2013;1;0;3;1;1;0;1;1;0
1;46;2013;1;0;5;0;0;0;0;0;1
0;32;2013;1;1;0;1;4;0;1;5;0
0;17;2013;1;0;5;0;0;0;0;0;1
0;17;2013;1;0;0;3;2;2;1;3;0
0;21;2013;1;0;5;0;0;0;0;0;1
0;20;2013;1;0;3;1;1;0;0;2;0
1;27;2013;1;0;5;0;0;0;0;0;1
0;33;2013;1;0;4;1;0;0;0;0;0
0;21;2013;1;0;5;0;0;0;0;0;1
0;19;2013;1;1;2;3;0;0;1;2;0
0;20;2013;1;1;2;1;2;1;1;1;0
0;19;2013;1;0;5;0;0;0;0;0;1
0;23;2013;0;0;1;1;3;3;0;2;0
1;31;2013;0;0;1;1;2;1;0;2;0
0;18;2013;1;0;5;0;0;0;0;0;1
0;21;2013;1;1;5;0;0;0;0;0;1
0;24;2013;1;1;2;1;1;1;1;0;1
0;23;2013;1;1;4;0;1;2;0;0;1
0;20;2013;1;0;5;0;0;0;0;0;1
0;20;2013;0;0;5;0;0;0;0;0;1
0;22;2013;1;0;4;1;0;0;0;0;0
0;22;2013;0;0;5;0;0;0;0;0;1
0;19;2013;1;0;4;1;0;0;1;1;0
0;19;2013;1;0;4;1;0;0;0;1;0
0;32;2013;1;1;5;0;0;0;0;0;1
0;21;2013;1;0;2;2;1;1;1;1;0
0;35;2013;1;0;3;0;2;2;0;0;0
0;30;2013;1;0;5;0;0;0;0;0;1
0;31;2013;1;0;5;0;0;0;0;0;1
1;17;2013;1;0;3;2;0;2;0;0;0
0;21;2013;1;0;5;0;0;0;0;0;1
0;39;2013;1;0;5;0;0;0;0;0;1
0;19;2013;0;0;5;0;0;0;0;0;1
